-8.08,-34.91,137.1686236109911,136.8214943691116,109.69404458403113,136.82149394372018,134.93177566211816,136.71774329758543
-8.08,-34.909819999999996,137.22475170172578,136.68809836790075,109.75307899576228,136.68809790376287,135.02481205531757,136.77973015091385
-8.08,-34.909639999999996,137.2778838027849,136.54285961232176,109.8164990559292,136.5428591079679,135.1176364075082,136.8398150947291
-8.08,-34.909459999999996,137.3279485901981,136.38535136902084,109.8818144815767,136.38535082305654,135.21014013359286,136.8979598647742
-8.08,-34.909279999999995,137.37487667562564,136.21514820186374,109.9465809263804,136.21514761285087,135.30221490260936,136.95412927697242
-8.08,-34.909099999999995,137.41860035677576,136.03182903502142,110.008451390332,136.0318284016346,135.39375294541074,137.00829117530483
-8.08,-34.908919999999995,137.45905336489773,135.8349804599119,110.06523066454011,135.83497978075863,135.48464735449363,137.0604163727301
-8.08,-34.908739999999995,137.49617061375423,135.62420026926256,110.11493092595076,135.62419954301134,135.57479237392278,137.1104785866739
-8.08,-34.908559999999994,137.52988795501622,135.39910119885715,110.15582610640448,135.39910042425257,135.66408367748505,137.15845437046252
-8.08,-34.908379999999994,137.56014194467576,135.15931485477387,110.18650229856217,135.1593140306022,135.7524186332464,137.20432304218107
-8.08,-34.908199999999994,137.58686962563917,134.90449579929566,110.20590131404501,134.90449492451583,135.839696552855,137.24806661235417
-8.08,-34.90801999999999,137.61000833086518,134.6343257672664,110.21335464696479,134.63432484080838,135.92581892400577,137.28966971187126
-8.08,-34.90783999999999,137.62949551199063,134.34851798012423,110.20860554093099,134.34851700106594,136.01068962475685,137.32911952143826
-8.08,-34.90765999999999,137.64526859779687,134.0468215235343,110.1918175909691,134.04682049115578,136.09421511846966,137.36640570407369
-8.08,-34.90747999999999,137.65726488674756,133.72902575124556,110.16356925444003,133.72902466489575,136.17630462835484,137.40152034141443
-8.08,-34.90729999999999,137.66542147757215,133.39496467548904,110.12483467158941,133.3949635346998,136.25687029081624,137.4344578755363
-8.08,-34.90711999999999,137.66967524160236,133.0445213027633,110.0769521685899,133.04452010726988,136.3358272871464,137.46521505671743
-8.08,-34.90693999999999,137.66996283976815,132.67763187244984,110.02158260468127,132.6776306220825,136.413093952956,137.49379089843242
-8.08,-34.90675999999999,137.66622078734872,132.29428995328283,109.9606602387163,132.29428864808077,136.48859186553437,137.52018664011698
-8.08,-34.90657999999999,137.65838556843534,131.89455035385828,109.89633899552112,131.89454899418317,136.56224590897233,137.54440571841045
-8.08,-34.90639999999999,137.64639380201774,131.4785328009596,109.83093692246237,131.47853138725807,136.63398431762397,137.5664537472781
-8.08,-34.90621999999999,137.63018246067023,131.04642534079395,109.76688130787356,131.04642387393565,136.7037386983274,137.58633850721583
-8.08,-34.90603999999999,137.60968914236844,130.59848741883084,109.70665646147663,130.59848589966313,136.77144403232484,137.6040699439726
-8.08,-34.90585999999999,137.58485239547244,130.1350525931676,109.6527556231006,130.13505102301536,136.83703865788146,137.61966017642214
-8.08,-34.90567999999999,137.55561209583084,129.65653084089803,109.60763794017599,129.65652922124383,136.90046423485583,137.63312351347034
-8.08,-34.90549999999999,137.52190987487367,129.1634104153424,109.5736909865349,129.16340874790262,136.96166569273797,137.64447647995496
-8.08,-34.90531999999999,137.4836895964165,128.65625921653785,109.55319892095,128.65625750335462,137.02059116372203,137.6537378503934
-8.08,-34.90513999999999,137.4408978794965,128.1357256403825,109.54831610174296,128.13572388377082,137.0771919027623,137.660928690631
-8.08,-34.90495999999999,137.3934846639204,127.60253887316311,109.56104579101918,127.6025370756975,137.13142219643163,137.66607240597628
-8.08,-34.90477999999999,137.34140381438448,127.05750860366501,109.59322347323084,127.0575067681278,137.1832392628363,137.66919479532905
-8.08,-34.90459999999999,137.28461375880465,126.50152412752234,109.64650427158395,126.50152225707456,137.23260314468942,137.67032410979985
-8.08,-34.90441999999999,137.223078155568,125.93555282564846,109.72235394353785,125.93555092355439,137.279476597919,137.66949111511232
-8.08,-34.90423999999999,137.15676658407293,125.3606379981632,109.82204296931235,125.36063606807902,137.32382497797053,137.66672915601802
-8.08,-34.90405999999999,137.08565525276478,124.77789604612508,109.94664328995516,124.77789409194233,137.36561612647773,137.66207422180597
-8.08,-34.90387999999999,137.00972771759638,124.18851299391686,110.09702731082976,124.18851101959191,137.40482026026308,137.655565011131
-8.08,-34.903699999999986,136.92897560508086,123.59374035242367,110.27386883354173,123.59373836238173,137.4414098652958,137.64724299492676
-8.08,-34.903519999999986,136.84339933177745,122.99489032942711,110.4776456372901,122.99488832801512,137.4753595978265,137.63715247572256
-8.08,-34.903339999999986,136.75300881383686,122.3933303957744,110.70864347310543,122.39332838767405,137.50664619460267,137.62534064205227
-8.08,-34.903159999999986,136.65782415907523,121.79047722636926,110.96696127189296,121.79047521635198,137.53524839466155,137.61185761617023
-8.08,-34.902979999999985,136.55787633386663,121.18779003572378,111.25251740426405,121.18778802877414,137.5611468740392,137.5967564937735
-8.08,-34.902799999999985,136.45320779806016,120.58676333653307,111.56505685015577,120.5867613375622,137.5843241957235,137.5800933743734
-8.08,-34.902619999999985,136.34387310030385,119.9889191530575,111.90415916294069,119.98891716725085,137.60476477583887,137.56192738060605
-8.08,-34.902439999999984,136.22993942743165,119.3957987276511,112.26924712174907,119.3957967601448,137.6224548677698,137.54232066555397
-8.08,-34.902259999999984,136.111487100624,118.80895376161871,112.65959598218105,118.80895181772033,137.6373825650275,137.52133840650058
-8.08,-34.902079999999984,135.98861001237645,118.22993723952513,113.07434324143554,118.2299353242723,137.64953782383225,137.49904878432042
-8.08,-34.90189999999998,135.86141599885937,117.66029388512247,113.51249884035668,117.66029200362856,137.65891250585204,137.47552294731716
-8.08,-34.90171999999998,135.73002714159728,117.10155030708893,113.9729557270669,117.10154846442676,137.6655004415644,137.45083495870213
-8.08,-34.90153999999998,135.59457999435742,116.55520489135176,114.45450071267824,116.5552030925355,137.6692975138235,137.42506172691625
-8.08,-34.90135999999998,135.4552257312299,116.02271750282534,114.95582554807591,116.02271575258268,137.67030176185042,137.39828291847516
